cgpa,projects,communication_skills,internship,programming_skills,technical_skills,certifications,aptitude,interview_score,placement_status
7.6,3,7.8,0,4.9,4.8,1,70.4,70.9,1
6.79,1,6.1,0,5.0,4.8,0,74.9,52.0,0
7.22,5,6.6,1,8.2,8.4,2,66.1,80.9,1
5.07,1,4.1,0,4.2,3.2,1,47.0,46.8,0
6.64,3,5.8,0,6.3,6.3,3,70.2,58.0,1
7.58,3,7.8,0,6.8,5.6,1,64.9,75.0,1
7.16,2,7.0,0,6.0,6.5,1,68.8,63.3,1
7.92,2,8.0,0,7.7,7.3,1,79.8,63.1,1
7.64,3,9.1,1,7.6,6.4,2,70.6,79.2,1
8.6,2,4.9,0,5.8,4.6,1,85.1,44.4,1
7.54,6,8.0,1,7.7,8.1,2,84.7,95.8,0
7.01,4,7.9,1,6.9,5.8,3,69.4,83.4,1
7.78,5,8.6,0,7.8,7.0,2,94.6,88.2,1
5.62,3,7.0,0,5.3,5.3,2,50.8,62.3,0
6.2,3,6.1,0,7.0,5.6,2,63.9,65.1,1
6.51,2,7.4,0,5.4,5.1,1,62.4,65.0,0
7.18,4,7.4,0,7.9,6.7,3,72.5,74.0,1
7.48,4,5.3,0,6.1,6.6,3,61.6,58.0,1
6.5,3,6.0,0,6.1,5.8,1,64.9,48.8,0
7.13,3,7.1,0,8.1,7.3,3,70.4,81.0,0
5.25,1,5.1,0,4.8,4.2,1,42.5,53.1,0
6.48,2,7.3,1,5.6,3.8,2,58.0,59.0,0
8.65,2,6.9,0,7.0,6.7,1,84.2,63.5,1
8.86,6,9.2,1,9.7,9.8,3,98.2,82.0,0
7.02,4,6.2,1,5.5,5.0,3,71.0,70.0,1
7.73,3,6.8,0,6.7,8.0,3,80.4,69.6,1
7.16,2,7.9,0,5.1,5.7,1,61.8,78.3,1
5.82,1,5.9,0,5.5,5.4,0,64.0,54.8,0
6.28,4,7.0,0,6.6,7.2,2,58.1,66.6,1
6.3,1,6.4,0,3.4,2.8,0,43.8,51.8,0
7.45,3,6.2,1,8.7,8.7,0,78.9,62.3,1
8.29,3,4.8,1,5.1,5.1,1,71.1,61.0,1
7.63,2,6.1,1,5.3,5.5,1,64.1,54.5,1
8.16,4,5.0,1,8.4,7.7,3,92.3,57.4,1
5.84,3,6.5,0,5.4,4.8,2,55.8,49.9,0
6.8,5,8.7,1,7.9,7.4,3,67.5,78.2,1
8.17,5,5.9,1,7.3,7.8,4,94.1,72.9,1
6.03,1,5.5,0,7.2,6.0,2,55.8,56.9,0
6.93,1,6.4,0,6.6,5.4,1,60.1,66.2,1
7.88,3,8.5,0,8.3,8.0,2,72.2,71.3,1
7.54,4,6.3,0,5.7,6.0,1,83.1,65.4,1
7.57,2,5.1,0,6.0,6.1,1,73.5,57.0,1
7.28,5,7.7,1,7.6,8.6,3,73.7,69.0,1
5.74,2,7.6,1,4.3,3.8,1,55.5,78.9,0
8.45,3,6.5,1,8.1,7.8,1,91.4,57.2,1
5.94,4,7.7,1,6.5,7.1,2,53.0,66.2,1
9.32,5,7.7,1,8.7,8.3,3,96.1,84.3,1
7.0,3,6.5,1,6.1,6.7,2,78.4,71.2,1
8.28,2,4.9,1,6.7,6.2,0,81.6,61.1,1
7.76,1,6.2,0,5.6,4.4,1,79.0,65.2,1
5.46,4,5.5,1,5.7,6.4,1,48.8,46.8,0
6.16,1,5.9,0,5.3,5.1,2,54.1,51.6,0
7.96,5,6.7,1,7.6,8.0,1,88.6,72.5,1
9.24,6,8.9,1,9.8,8.2,4,91.4,94.2,1
6.28,2,7.0,0,4.9,3.9,1,54.6,58.2,0
8.9,4,6.1,0,6.5,6.3,3,79.2,57.5,1
5.9,3,5.1,0,7.1,6.6,1,58.2,52.2,0
6.47,4,8.0,0,6.6,7.9,2,71.8,71.1,1
6.07,1,6.7,0,3.6,4.2,1,50.6,44.4,0
5.43,2,5.3,0,6.1,5.3,1,56.0,52.6,0
6.22,3,6.0,1,7.9,7.5,1,58.6,64.8,1
6.43,0,3.4,0,3.3,4.4,1,45.0,35.0,0
8.59,4,7.6,1,7.6,7.2,3,89.1,69.8,1
7.07,6,5.8,1,9.0,7.5,3,68.3,70.8,1
7.52,2,7.5,0,5.5,6.0,2,67.7,72.9,1
7.44,5,4.7,0,8.0,7.9,2,74.6,65.4,1
7.93,3,7.1,0,7.8,6.3,1,83.5,69.8,1
6.84,6,7.6,1,6.8,8.6,3,71.8,77.4,1
8.04,5,7.4,0,6.7,6.5,3,85.3,85.0,0
8.8,5,5.7,1,9.0,9.3,2,100.0,78.3,1
6.87,0,4.0,0,6.0,5.2,0,56.6,45.3,0
7.81,2,5.5,0,7.3,5.9,2,78.5,45.7,1
6.09,0,6.9,0,3.9,3.1,1,57.6,36.0,0
6.03,2,6.8,0,5.6,6.5,1,54.4,58.8,0
7.05,5,7.7,0,7.6,7.1,1,75.2,72.0,1
8.43,3,9.4,1,6.4,6.7,1,81.1,82.9,1
6.41,0,5.7,0,3.0,3.5,0,49.1,45.8,0
7.26,5,5.9,1,7.3,7.9,2,79.2,66.3,1
6.67,5,7.5,1,6.8,7.9,1,70.1,73.7,1
5.93,1,7.6,0,4.5,4.0,1,45.0,49.5,0
7.19,2,5.4,0,7.3,7.7,1,73.0,57.6,1
7.78,6,6.3,1,8.0,8.0,4,82.3,68.9,1
7.28,4,7.6,1,6.8,7.9,2,76.7,68.1,1
6.64,4,5.9,1,6.3,6.6,4,65.3,63.9,1
6.67,3,4.7,0,4.8,6.1,4,57.6,55.5,0
7.62,2,7.2,1,6.8,7.2,0,73.0,66.8,1
7.09,1,4.2,0,5.5,4.7,2,63.8,35.3,0
8.76,8,8.3,1,9.7,10.0,4,98.3,89.8,1
6.78,1,6.6,0,5.4,6.4,2,56.7,70.5,0
6.43,3,5.4,0,4.9,5.0,1,56.8,53.4,0
6.36,1,5.3,0,5.0,5.0,2,59.0,50.8,0
7.17,4,5.6,0,7.1,7.3,1,65.6,56.3,1
7.75,7,5.8,1,8.3,7.4,3,81.4,80.4,1
6.02,2,4.6,0,6.4,5.9,1,54.4,42.5,0
6.41,0,6.1,0,5.6,5.2,1,67.3,43.8,0
6.97,3,4.9,0,6.2,4.7,2,69.2,39.7,0
5.13,0,5.9,0,3.0,5.2,2,52.6,44.4,0
8.14,3,4.0,0,6.7,6.8,4,83.4,52.5,1
5.86,1,8.0,0,5.4,5.1,1,61.4,70.8,0
5.86,4,7.0,0,4.5,4.8,1,46.3,67.7,0
6.0,4,8.7,0,7.5,5.6,3,60.7,72.9,1
7.19,1,6.2,0,6.6,6.4,2,65.5,69.8,1
6.28,2,8.0,1,6.0,6.1,1,59.7,69.4,1
6.86,2,5.5,1,5.7,5.1,1,69.4,42.3,1
9.32,3,6.7,0,6.7,6.7,3,94.7,69.5,1
7.44,4,6.6,0,6.8,7.7,2,66.9,62.2,1
8.38,3,7.9,1,9.2,8.1,2,84.2,85.8,1
6.35,3,7.9,0,6.2,5.7,2,66.2,71.9,1
8.76,7,7.8,0,9.5,9.7,5,96.6,95.3,1
8.01,3,7.1,0,6.5,6.5,2,81.2,59.8,1
8.43,3,9.2,1,8.2,7.4,1,84.7,88.3,1
5.71,3,4.2,0,3.2,2.8,2,56.3,42.2,0
6.74,1,4.9,0,5.2,6.6,1,58.8,52.3,0
6.19,1,8.2,1,5.8,5.1,2,56.9,71.7,0
6.47,0,4.8,0,4.6,2.8,1,61.6,50.2,0
6.67,4,7.4,0,6.5,6.4,1,61.7,63.6,1
5.81,3,7.2,0,6.9,6.2,2,50.3,68.1,1
6.58,3,6.4,0,6.3,5.7,1,65.3,59.4,1
8.05,1,5.2,0,4.5,5.5,1,65.3,62.9,1
6.57,2,5.2,0,5.2,4.4,1,61.5,46.4,0
7.69,4,7.3,1,6.1,5.9,3,74.5,71.1,1
8.41,4,4.2,0,7.5,7.3,3,87.0,49.2,1
8.71,3,6.6,1,8.4,7.8,2,97.6,81.6,1
7.69,2,5.7,0,4.4,4.4,1,67.0,52.0,0
5.75,2,5.7,0,5.8,6.4,1,53.5,64.3,0
6.92,2,7.0,0,6.9,7.2,3,77.4,55.6,0
7.57,4,6.3,0,6.6,6.4,2,73.9,67.7,1
7.86,3,7.1,0,5.7,5.4,2,81.3,63.9,0
7.59,2,6.4,0,5.2,5.4,2,76.1,57.2,1
6.13,1,6.6,1,4.7,4.9,1,47.4,57.7,0
8.01,3,6.6,0,5.4,6.6,2,82.5,59.8,1
6.05,3,6.8,0,5.4,5.3,2,49.7,68.2,0
8.51,3,5.8,1,5.9,5.4,0,84.2,67.2,1
7.06,1,5.0,0,4.0,5.2,2,66.4,39.0,0
7.9,4,7.6,1,6.9,8.0,2,87.7,81.6,1
7.25,3,8.6,1,6.2,7.1,3,81.1,78.8,1
8.49,5,6.3,1,7.4,7.5,3,88.9,64.9,0
6.81,4,5.4,0,5.9,5.1,2,56.0,66.4,1
8.02,4,8.2,0,3.9,3.6,1,78.5,69.2,1
6.49,5,6.8,1,8.1,8.6,2,69.4,71.7,1
5.78,2,5.4,0,5.9,4.7,2,38.9,44.4,0
6.07,2,6.2,0,5.4,5.0,1,46.9,51.6,0
9.33,4,6.4,0,6.7,5.7,2,98.3,68.8,1
7.24,1,5.0,0,6.0,6.6,3,67.0,55.4,1
6.2,1,7.0,0,5.4,5.5,2,60.0,68.5,0
6.72,2,5.7,0,6.0,6.4,2,62.7,59.9,1
7.45,2,7.3,1,7.3,6.4,3,73.2,72.7,1
7.24,3,7.9,0,6.9,6.1,2,64.4,66.6,1
6.33,4,7.5,0,6.6,8.2,2,62.1,74.6,1
7.4,3,8.5,0,6.8,6.8,3,73.3,72.3,1
7.97,3,6.2,0,6.3,4.3,1,70.4,58.1,1
7.38,5,6.1,1,9.6,8.7,3,80.4,78.4,1
8.68,6,6.4,0,8.8,7.3,3,100.0,73.0,1
6.24,3,5.0,0,5.7,5.4,1,56.7,40.5,0
6.66,3,6.4,1,6.1,5.2,1,62.2,68.7,1
5.99,0,6.3,0,4.5,4.1,1,53.4,49.8,0
7.69,3,5.3,1,6.3,5.6,0,71.0,57.0,1
7.55,1,3.7,1,5.4,5.2,1,75.7,45.1,0
7.15,4,7.6,1,6.6,6.9,3,71.2,64.1,1
6.99,1,5.8,0,5.3,4.8,2,57.4,66.3,0
6.99,4,6.5,1,6.4,5.9,3,61.5,69.6,1
6.66,0,3.7,0,4.1,4.1,1,51.9,35.0,0
6.46,6,7.7,1,7.6,7.2,2,62.1,68.9,1
6.93,4,8.0,1,6.8,6.4,2,61.6,67.8,1
7.19,4,9.1,1,6.7,5.8,1,65.7,87.4,1
6.65,2,5.1,0,6.0,5.5,1,67.0,50.3,0
5.67,1,4.6,0,5.3,6.1,0,59.9,48.2,0
6.3,3,7.2,0,4.1,4.0,2,43.6,70.3,1
7.95,3,6.6,0,5.8,5.1,1,87.0,54.6,0
8.46,3,5.6,1,7.0,6.7,1,86.4,58.0,1
8.27,7,7.9,0,8.8,8.6,4,89.4,80.9,1
7.25,3,6.4,1,6.2,5.9,0,82.3,66.8,1
8.22,2,5.7,0,5.9,5.4,2,73.4,50.3,1
7.06,2,5.4,0,4.7,5.4,3,67.4,38.3,0
8.08,2,7.1,1,5.7,5.6,3,72.3,67.8,1
6.72,0,4.2,0,2.7,2.5,0,52.7,38.8,0
7.36,2,5.3,1,7.1,7.2,1,59.4,50.9,0
6.49,2,5.5,0,6.0,4.9,2,44.4,50.7,0
5.48,2,7.1,0,5.9,5.9,2,47.1,71.5,0
6.97,2,6.9,0,4.8,4.9,3,65.4,63.7,1
9.8,5,7.8,1,9.9,9.0,2,100.0,88.0,1
6.51,1,4.6,0,5.9,5.6,2,63.5,59.6,0
8.63,1,7.3,1,5.8,5.5,0,80.4,64.7,1
8.28,4,7.2,0,7.7,7.2,2,76.5,64.7,1
7.67,5,7.1,1,7.7,6.9,3,76.0,62.9,1
7.86,4,7.5,1,5.6,5.2,2,71.1,57.3,1
5.71,2,5.6,0,5.9,5.9,3,46.9,51.8,0
7.9,3,8.1,0,7.3,6.0,1,78.2,75.7,1
6.67,0,7.1,0,3.5,3.5,0,60.9,51.2,0
7.35,3,6.0,1,5.3,6.5,2,74.9,67.9,1
6.79,5,6.4,1,8.1,7.9,3,59.1,73.2,1
8.22,2,5.1,0,8.0,8.4,1,94.6,59.3,1
9.2,5,5.8,1,7.2,6.7,4,89.1,69.1,1
5.53,4,6.7,0,6.3,7.0,0,50.1,52.4,0
6.45,0,6.1,0,3.9,4.4,0,58.4,51.7,0
8.78,4,5.2,1,9.0,7.8,3,88.3,65.6,1
7.88,3,8.3,0,4.9,5.1,1,78.5,64.9,1
7.4,2,6.8,0,5.0,4.5,2,66.3,70.3,1
7.13,3,6.3,0,5.3,6.6,1,75.5,53.5,1
6.55,3,8.6,0,4.8,4.9,3,57.4,77.8,1
6.28,1,4.5,0,3.8,3.6,1,49.9,44.0,0
6.96,3,8.2,0,6.1,5.0,2,69.2,63.3,1
5.95,2,7.0,0,4.8,5.7,2,65.4,58.5,0
6.13,2,6.3,0,5.4,4.9,2,53.9,62.1,0
7.75,3,7.5,0,8.3,6.7,3,74.4,67.7,1
7.42,4,6.8,0,7.1,6.7,3,69.2,72.2,1
8.75,6,7.2,1,8.1,8.4,3,95.5,79.0,1
4.5,3,6.5,0,5.2,4.8,1,35.0,61.4,0
7.33,4,7.8,1,8.7,7.4,3,77.2,68.2,1
6.59,0,4.7,0,2.8,4.5,0,51.2,47.9,0
6.84,2,5.9,0,4.0,5.5,2,55.6,56.0,0
7.43,4,6.8,0,7.2,5.6,1,74.7,65.1,1
5.77,2,8.0,0,4.3,4.2,2,53.9,60.5,0
7.38,3,6.5,0,5.8,7.7,3,72.7,64.9,1
7.55,2,7.5,1,6.9,6.9,1,84.1,62.7,0
7.38,3,7.7,0,8.0,7.9,2,64.9,83.5,1
6.55,2,7.5,0,5.8,5.0,2,56.5,56.1,0
7.46,3,8.0,0,7.6,7.4,2,73.2,85.3,1
5.7,4,6.1,0,6.8,7.1,1,53.1,60.9,0
5.75,3,6.3,0,4.7,3.8,3,54.1,55.7,0
7.34,3,5.0,1,6.5,6.6,1,81.2,58.5,1
7.71,0,7.2,0,4.1,3.0,0,61.6,61.5,1
5.55,0,5.1,0,4.0,4.7,0,44.7,35.4,0
6.45,2,5.9,0,5.7,5.5,2,59.8,61.3,1
7.32,7,7.3,1,9.2,8.3,4,75.8,87.2,1
6.26,4,6.1,1,6.6,6.5,2,76.3,62.4,1
6.66,3,8.3,0,7.1,7.4,1,61.8,78.6,1
7.67,4,5.7,0,6.1,4.4,3,71.2,67.3,1
7.89,5,8.1,1,8.8,7.9,4,88.0,87.0,1
7.75,0,7.5,0,6.7,6.1,1,73.3,70.1,1
6.41,2,6.0,0,4.8,6.0,0,53.9,47.7,0
6.24,0,7.5,0,5.1,5.5,0,58.0,66.3,0
8.32,4,8.1,1,7.6,7.3,2,81.5,77.2,1
7.05,4,5.0,0,6.7,6.1,2,68.8,56.4,1
6.98,2,6.6,1,5.4,4.0,1,58.3,51.5,0
6.4,4,6.3,1,7.5,7.4,2,68.9,71.2,1
5.19,0,4.7,0,2.5,2.5,0,40.8,35.0,0
6.73,2,6.4,0,6.2,6.8,0,71.2,59.1,1
5.89,0,7.2,0,5.5,5.7,0,56.1,51.7,0
5.6,3,5.7,0,7.0,7.0,2,48.6,53.6,0
8.29,3,7.0,0,7.3,6.5,1,79.2,64.4,1
7.71,6,6.5,1,7.5,8.1,3,95.8,69.5,0
6.2,3,7.6,1,7.4,7.5,1,61.4,67.0,1
7.2,2,5.5,0,6.9,6.0,1,72.4,51.0,1
6.28,1,6.1,0,5.8,5.9,3,53.3,65.8,0
7.29,5,8.8,1,8.2,7.9,2,73.6,80.4,1
6.05,2,6.8,0,5.1,5.4,1,50.8,56.1,0
7.0,5,6.3,1,6.3,6.2,3,64.3,66.3,1
6.91,1,7.0,0,6.1,6.5,0,54.3,72.4,1
6.1,1,5.3,0,5.3,4.3,1,60.4,48.6,0
7.62,4,8.1,1,7.5,7.0,3,81.8,80.2,1
8.16,2,8.7,0,7.4,6.4,3,72.5,68.3,1
7.73,2,5.4,0,5.9,6.4,3,76.8,52.4,1
6.67,3,7.4,0,3.6,5.2,2,61.7,58.9,0
6.97,2,7.1,0,6.9,5.8,1,64.2,56.0,1
6.57,2,6.0,0,4.8,5.4,2,59.2,56.2,0
7.97,2,6.0,0,5.1,5.5,1,81.7,73.5,1
5.13,0,6.2,1,4.0,4.8,1,37.2,52.2,0
6.2,3,6.9,0,5.1,5.2,2,67.4,59.7,0
8.89,5,7.5,1,7.2,6.8,3,95.1,68.6,1
6.98,2,7.3,1,5.4,6.1,0,75.2,71.1,1
7.97,4,6.5,0,7.1,6.5,2,71.0,63.0,1
7.98,5,7.6,1,7.7,7.6,2,82.4,80.3,1
8.74,6,8.3,1,10.0,10.0,3,100.0,88.1,1
9.44,7,8.7,1,10.0,10.0,2,100.0,93.5,1
6.16,1,8.2,0,4.9,4.3,1,55.5,62.5,0
6.87,1,4.5,0,5.0,5.3,0,56.6,44.6,0
7.51,3,6.1,1,5.3,5.9,1,71.8,55.7,1
6.44,4,6.9,1,5.0,5.6,2,60.8,67.5,1
7.31,3,6.3,0,4.5,4.9,2,61.3,59.1,0
7.68,5,6.8,0,5.3,4.6,3,72.0,71.8,1
6.64,1,5.5,0,4.4,3.8,1,56.7,51.3,0
5.84,3,8.8,0,7.9,7.2,3,58.6,73.7,1
7.66,2,6.8,1,6.3,6.1,3,69.7,69.8,1
6.63,1,6.5,0,3.9,4.8,0,57.2,54.2,0
5.97,3,5.5,1,7.1,6.2,3,65.8,63.2,1
7.83,5,6.1,1,9.5,9.6,1,93.1,78.1,1
7.33,1,4.9,1,6.5,5.9,0,74.4,50.3,1
7.05,6,7.9,1,7.3,7.6,4,74.8,76.3,1
8.28,3,7.6,0,7.2,7.2,3,73.5,66.5,1
7.74,3,8.5,1,5.7,5.6,2,73.3,70.0,1
8.07,4,7.8,1,6.4,8.1,2,78.8,78.7,1
6.19,0,7.2,0,4.8,4.4,0,54.7,69.3,0
7.1,2,6.1,0,5.0,5.0,1,54.2,43.7,1
7.2,3,7.2,1,6.2,6.7,1,79.8,65.1,1
8.48,4,5.9,1,6.6,6.8,2,96.1,61.2,1
7.39,1,7.1,0,5.2,4.0,2,54.1,59.5,0
5.5,2,7.1,0,6.8,6.1,2,63.3,74.4,0
7.02,1,5.2,0,5.1,5.2,2,37.0,48.9,0
6.92,4,8.9,1,8.2,6.2,2,67.3,93.3,1
6.49,3,6.1,0,6.0,6.2,3,55.3,52.6,0
7.18,5,7.0,0,7.4,8.2,3,67.8,71.7,1
6.82,3,6.8,0,5.6,5.3,2,62.0,60.6,1
6.09,0,5.8,0,3.3,2.5,0,37.5,46.6,0
7.77,7,7.0,1,7.6,8.1,3,79.5,81.1,1
8.75,3,6.8,0,6.3,6.9,2,90.2,65.9,1
7.04,1,6.8,0,5.7,4.4,2,63.1,57.5,0
7.66,7,6.4,0,8.3,7.2,3,79.1,65.1,1
7.37,4,7.3,1,8.2,7.4,2,75.2,81.2,1
7.61,4,5.0,1,7.0,6.4,2,73.0,54.0,1
6.86,2,6.5,0,5.3,4.8,1,63.4,51.3,0
7.66,2,8.1,1,7.9,6.5,1,73.4,80.3,1
6.58,2,6.1,0,4.8,5.0,0,63.2,59.9,0
7.58,4,7.7,1,7.1,7.2,2,75.9,70.2,1
6.25,0,7.6,0,3.6,4.8,1,35.3,67.8,1
5.9,4,4.4,0,7.1,6.6,2,48.6,53.6,0
7.04,4,7.5,0,7.0,6.6,3,66.2,67.2,1
6.86,3,8.7,1,7.7,7.4,3,62.6,67.6,1
6.85,2,5.6,0,3.1,2.9,1,61.7,37.9,0
8.17,4,6.3,0,7.0,7.1,3,76.7,62.8,0
5.01,1,6.2,0,6.4,4.9,1,36.2,51.1,0
7.19,5,5.3,1,7.4,6.6,4,64.1,60.7,1
8.85,2,6.6,0,8.2,7.2,2,91.2,71.3,1
6.1,6,6.9,1,7.1,7.4,2,61.6,68.3,1
7.84,5,5.4,0,6.9,6.3,2,79.5,49.8,1
5.73,0,3.7,0,5.6,5.9,0,50.3,49.0,0
6.36,2,4.6,0,6.0,6.7,1,48.0,47.3,0
6.98,1,5.4,0,4.5,5.0,2,66.6,43.4,0
6.72,2,5.8,0,5.8,5.4,1,49.9,37.8,0
7.62,5,8.8,1,7.5,7.8,3,79.4,77.7,1
4.73,0,4.7,0,2.9,2.9,2,49.2,38.8,0
5.12,2,4.1,0,4.2,4.2,3,36.8,43.1,0
6.05,4,7.2,0,7.0,6.2,2,55.3,73.0,1
6.84,1,6.5,0,4.7,4.6,2,47.9,50.4,0
6.96,5,7.8,1,8.0,7.4,3,71.0,79.6,1
7.53,2,6.8,1,7.0,6.8,2,76.2,63.6,1
5.49,5,6.8,0,5.4,4.1,2,48.7,55.6,0
6.85,1,9.1,0,4.8,5.2,0,48.5,65.4,0
8.24,4,7.6,1,8.1,7.9,3,82.5,72.8,1
5.66,6,5.1,0,8.7,7.7,4,63.6,71.8,1
6.72,5,5.2,0,8.0,7.6,1,52.2,56.6,1
7.3,3,4.7,0,5.5,6.4,2,72.7,56.1,1
6.48,0,5.9,0,4.9,4.2,1,69.7,53.9,0
7.59,3,4.0,0,7.3,5.5,2,72.7,55.0,1
7.22,6,7.3,1,10.0,8.8,3,77.7,78.7,0
7.91,3,5.3,1,6.5,6.6,3,80.0,55.8,1
8.18,4,5.4,0,6.7,5.8,1,84.8,60.8,1
6.67,2,6.3,0,5.8,5.0,2,61.0,55.5,1
6.48,2,8.0,0,4.0,5.0,0,62.5,56.9,0
8.94,5,7.0,1,9.1,9.0,4,93.7,79.9,1
8.67,3,7.1,1,5.9,6.0,3,83.7,67.4,1
5.44,1,7.0,0,3.9,4.5,2,41.7,54.8,0
6.59,4,7.2,1,6.5,7.4,1,59.0,66.4,1
6.67,5,5.8,1,8.1,8.0,3,69.7,73.2,1
8.29,0,7.7,0,4.5,4.6,0,74.2,66.9,1
7.19,1,5.4,0,5.1,4.6,0,66.6,45.4,0
6.72,1,6.4,0,3.4,4.4,1,60.6,51.5,0
8.22,4,7.5,1,6.3,7.9,1,82.0,90.9,1
8.2,5,5.8,1,7.9,5.3,4,75.5,42.9,1
6.88,5,6.1,1,6.3,7.2,2,71.7,63.4,1
7.24,4,7.6,0,7.0,6.3,3,71.1,74.4,1
4.56,0,5.6,0,3.1,3.0,0,36.3,40.2,0
7.65,2,8.3,0,6.7,7.5,1,71.4,79.4,1
7.68,4,7.5,0,8.6,8.8,3,84.4,80.5,1
6.73,5,6.3,1,6.7,7.4,1,67.7,66.5,1
6.79,3,5.3,1,5.9,6.7,1,68.1,52.4,1
6.75,4,5.3,1,7.5,7.1,3,68.0,67.0,1
7.08,1,7.7,0,5.4,5.6,0,66.5,68.2,1
9.47,4,7.0,1,7.5,7.2,3,91.8,68.1,1
7.08,5,6.6,0,8.7,7.0,4,70.0,71.0,1
5.93,4,6.1,0,6.5,6.2,2,61.3,56.0,0
7.07,2,5.1,0,6.7,6.6,1,60.1,56.5,1
6.22,4,5.8,0,7.3,6.6,2,62.5,62.7,1
8.62,3,7.7,1,6.9,7.0,3,81.9,73.8,1
6.48,3,4.5,0,7.0,6.0,1,69.5,52.8,0
6.59,2,5.0,0,5.9,6.3,1,60.8,57.5,0
6.2,2,6.9,0,5.2,5.6,1,55.4,53.2,1
5.41,2,5.2,0,4.6,5.2,2,40.9,41.5,0
6.03,4,7.2,1,8.3,7.5,3,67.4,73.4,1
6.1,0,4.5,0,3.4,3.8,0,55.7,40.4,0
5.83,1,6.0,0,4.6,4.6,1,48.1,48.3,0
7.07,4,6.4,1,5.4,5.2,1,67.2,61.9,1
7.7,5,7.7,1,7.0,8.1,2,81.1,80.7,1
7.32,5,6.8,1,8.2,7.6,4,77.0,76.5,0
5.6,1,4.5,0,5.7,5.2,0,45.4,47.2,0
7.13,4,7.7,0,5.0,5.2,2,72.7,64.1,1
7.01,3,6.0,1,6.4,5.3,1,65.3,50.9,1
9.34,6,7.8,1,10.0,9.5,2,100.0,88.1,1
7.1,4,7.7,0,6.4,7.1,4,74.3,66.8,1
7.24,3,8.6,0,5.8,6.9,1,63.9,67.7,1
6.34,3,5.1,0,6.0,7.0,1,57.2,60.2,0
7.57,4,7.3,0,7.9,7.4,1,82.1,81.3,1
5.77,4,5.4,0,6.1,6.0,2,57.1,65.4,0
7.31,4,5.9,0,7.8,8.1,2,76.2,73.6,1
6.17,7,4.2,0,9.4,7.9,2,65.4,62.9,1
7.43,5,6.6,1,9.0,8.5,4,78.2,76.0,1
8.81,6,5.8,0,9.7,9.1,3,99.0,63.2,1
7.19,5,5.9,0,7.8,6.4,3,76.0,67.1,1
7.0,2,6.9,0,6.1,6.7,0,64.2,67.4,1
7.29,2,5.9,0,7.0,8.2,1,72.2,61.9,1
7.98,5,7.5,1,7.7,8.4,2,66.8,88.5,1
6.24,2,7.6,0,6.3,5.4,2,60.8,52.7,0
6.47,3,7.2,0,6.3,6.5,3,66.3,69.3,1
7.35,3,6.4,0,7.1,7.2,1,72.2,61.1,1
6.42,4,5.8,0,6.9,6.2,3,57.0,58.7,1
5.82,1,6.3,0,5.7,6.0,2,56.5,59.4,0
